eigenCoordinates,labels
"[-32.3919296926567, 3.7795271230263645, 100.51768952695016, 77.88473410427865, -8.659107663411241, -31.622477193095477, 65.69253655401793, -5.782574624553835, 15.932933766949741, 37.90564917834372, -57.75364488969699, -20.797056731530194, -13.753815004356696, -7.213157219695095, 4.727753438618503, -40.67288040804615, 48.793468691654176, -31.17927895078155, -38.20488975625453, 21.460700885698508, -14.706972961150136, -38.95088275638558, -37.413379658621395, 8.643915821167132, 71.14653431754681, 10.207998935910519, -22.120685005363796, 40.796446643528675, 9.45866982766946, 55.58530354218834, 1.1743376680461246, 12.385220284967914, 16.416124416866513, -19.12540147111562, -69.98414469505471, 1.6929850041455823, 18.868959409940587, -81.77848130136387, -15.38122800704134, 32.93820676152918, -8.0161091986526, 27.859640350138573, -36.85881657582881, 27.21421626244697, 37.44851559954591, 11.18333191217026, 82.58235764449525, -5.580488508823216, 38.30810133328562, -27.73285350852811, 35.846249585196, 1.6325854834111158, -53.327077685359356, 13.180667134518693, -7.434862359248722, -24.78977314087519, 44.931590696827186, 45.334914649303435, 24.18651116662857, -6.629062950456666]",person18
"[14.206859251873732, -83.61906907197408, 44.29873255404321, 80.32660799792643, 72.66054391758344, 54.976085813608286, 31.822030280852132, -6.029288810053217, -64.99380088648806, 30.50649035735408, 120.6806428459031, 11.26090985244722, -18.682640320422685, -10.571041675323885, -51.948969699748034, -25.558268033038637, -118.10928318576997, -30.311739221798614, -84.40168057426382, -19.979944208287666, 86.57677829395419, -20.72643557328691, -47.016857074504316, -12.922173379038469, -29.437708391557145, 38.789101063117585, 24.24557166152745, 25.510394152493845, 13.81771596559018, 39.94211734744171, 32.8687367941851, 60.67572904895883, -45.46443883693754, -25.268369376369364, -48.15232989785661, 5.840276288776482, 57.849478722146415, -85.19625274614157, -48.20197155979984, 40.57984019762371, 58.488732480163485, 6.858959119170073, -145.74855021482887, -3.482402558178407, 21.30940696806752, 18.508654200974462, -34.10778751206087, 69.09711672803871, 103.4393534716857, 0.5287926547869901, -104.47566129314308, 37.34529954727222, -45.93673851171414, -8.026077505448342, 15.842272617463003, -51.285936617077596, 81.38425731780043, -67.10245438585062, 21.59466281342061, 45.316434341153574]",person39
"[-64.50663498361992, -128.23881426353725, 169.283980534261, 47.18159021929955, 93.18780458807981, 17.793428985069085, 1.3949577170839778, 26.55244070539829, -30.402222298643338, -66.44379370078866, 48.92331747171232, 109.04787644837471, -71.96942376694035, 94.24664976479102, -66.93529418968785, 34.372119663744115, 25.169494801613347, -220.30609749775743, 16.450051535796376, -10.734944542662163, -71.12246692954771, -124.73439691839025, 54.207630601914836, 22.363864291928223, -102.30947730012758, -71.22454889638418, -9.669054856006646, 128.94419414140648, 9.686394541950314, 78.41058891800313, 74.4193082053591, -77.3131427154994, -16.23704610308611, 95.00857427339037, 10.44899234799659, -37.507635036642895, 102.81476804957163, -99.87454168915042, -97.95334254903656, 86.37545367856882, 60.50716275273321, -67.06202353666336, -96.1366829276237, -107.55242847562866, 112.18634327238016, 2.573380403138458, 104.57539547831831, -20.744014265258187, 143.60938251059147, 111.17231404778138, -3.5532743661205295, 17.009256157773223, 26.220429963458315, -15.665397873174541, 111.62033316293612, 103.6973044679694, 62.122912361838395, 66.27972823078102, -50.161737241226376, -77.78081747737905]",person65
"[-26.00237390060774, -85.88441034754027, 111.06285196902857, 59.39159591144192, 93.4631743874366, 48.9724008144652, -58.6178280337649, 3.875638448387768, -21.90916888279785, -105.14504980341351, 55.50548389628871, 139.83920685021948, 14.628031944849532, 49.81034347699407, -37.68579721825402, 26.219945166739105, 21.710198431548424, -153.34546381539704, 20.187856413139457, 12.252694060026037, -29.472901046486314, -134.60964819430876, 49.25691157383602, -32.961120324937056, -144.80531185417823, -92.61140998989391, -28.121121720009782, 109.26249828691792, 68.09674375211421, 42.08131344974535, 116.04540102404259, -111.01678531292707, -7.3435859996523725, 62.510556337610254, 22.252575596867935, -31.306798827533058, 63.62397083221286, -124.61131514954852, -87.9205858330516, 81.25854804996285, 104.82365529055221, -69.02345364174293, -38.42631719488541, -1.5261606063480246, 76.29388023259074, -86.20779417817202, 14.809560638636249, -42.986771928607965, 165.18183066836588, 60.1304164041826, 12.390576291533915, 32.09073017625452, 3.501482333836279, 31.40299233029162, 41.25851291886704, 74.87107784962397, -23.8117462803095, 45.87990981061017, -53.32281966123119, -90.34117526876727]",person67
"[-61.50235228005296, 20.766157849914805, 100.74624884750206, 108.84599805824459, 38.56536994236364, -41.531638358154765, 39.144364339227955, -44.15713288691545, -48.40031267975701, 60.390361271598344, -32.69869437705247, 60.862811307124744, -38.37200276082468, 76.55068952792945, 3.0918562171480124, -41.76164573991174, -20.71356521227181, -109.03179477945908, -96.611686527976, 60.132417407457275, -27.80909758119418, -64.67986325581883, 4.002206776240858, 44.52288848752303, -108.82012055689275, -60.229917179357166, -46.52299499748673, 63.36307269445921, 34.74796876635541, 63.356576275725914, 11.845797407439989, -12.750498561102292, -38.651983091055236, 33.754851501125444, -82.67257403546596, -49.36292555399436, 62.19601909612246, -81.65768715337697, -50.93396457329545, 26.97477732015893, -36.83244349308509, -20.80424830209471, -56.203713178400356, 13.916333604738107, 95.65539964948957, -71.80497226166386, 29.33467414516044, -32.08300496166281, 121.43091524750008, 5.523895120971876, 30.462088367783977, -16.909096920435346, -14.779453132588195, -41.816202660642965, 48.4665527595032, 96.48228183437976, 57.62713808886629, 92.02994658314749, 2.487255702129457, 19.19754544854775]",person69
"[9.79102320725808, -58.62212483918712, 53.63257674378884, -11.006776077986842, 11.076352645564333, -21.02707000254645, 50.01023252518206, -5.51351527616572, -37.49579510518184, 6.188384563155786, -19.989692814677124, 30.534917637049386, 17.159058858825304, 3.623296291693073, -46.17962873394151, 63.72123137433461, -16.655963018576667, -46.06530990105264, 34.13714034193897, -39.20546822784638, -71.73840816001042, 10.602078979926707, 56.91579896078516, 33.18167861259924, -45.82358495446458, 46.575935682095626, -33.3465732775123, 25.14301768780112, 72.1344280687311, 45.33144734706638, -2.4594642865389913, 27.912699853321897, 31.47149465039648, 1.5843248101637624, -93.35984207837149, 24.3010545296597, 62.46378714988761, -34.17085275662993, 10.239007457269473, 53.53214826678017, 23.901262458852568, -42.79011567202274, -60.602248171831064, -86.81687156432753, 36.01317304074163, -8.72985018611977, 59.31730333175193, 10.593683616878586, 72.89193667748077, 115.00557031520273, 47.61573758434303, -25.122277057635163, 102.10576543976188, -16.57102514101517, 79.29524480394622, -65.3371056375524, 69.99996517121707, 36.60917693015363, -9.963126628606988, -29.94263670216695]",ZY
"[-52.195657663225134, -99.92256570988225, 98.25237475208658, 37.247623644436715, 35.92040616475557, 35.91791138738895, -11.517778058766773, 37.41062498000346, 18.27683088336167, -85.68281317133716, 64.68413228717564, 71.83150398375983, -48.513338002829755, 36.55408633399095, -49.4523116191584, -24.953028771303543, 27.524720443057028, -166.61586411336867, -21.206539745755276, 9.388177839684388, -65.7393648217818, -100.05734105933277, 44.704719758522614, -1.5154496782337645, -162.06708481095848, -92.75716770295033, -26.167892829477154, 116.58607792711629, 37.85317770942058, 12.655607749044208, 83.73480314466781, -58.88928343544795, -6.679682508624662, 82.1663985429754, 44.23900826987194, -46.01305269177358, 43.02957449667053, -146.30970616172937, -70.18920553784953, 126.03189936018805, 71.82190229653698, -41.770689390843074, -45.32532872790627, -22.53559837390013, 31.876889737363765, -44.192109986257066, 30.324281497980927, 4.738871735159615, 159.97387775815577, 75.41132686771685, 0.41631097475346496, 5.379047190439039, 14.882037362401967, 45.95023468482054, 46.04861454763645, 36.92968851281694, 3.197202457220257, 60.79701782905626, -19.256424483174918, -74.58752948016866]",person67
"[-21.428596022468767, -53.063603231874666, 43.44640566523296, 54.303566631698004, 77.30002787557193, 21.085711859796415, 27.358496013871346, 17.354811435761977, 15.687712717574058, 35.36743888952333, -2.7063129693050136, 87.42185735085377, 33.397946352836215, 27.279700279117918, -52.93934399616331, -23.205844970881476, 2.505827571922743, -61.2429128515674, -109.46877983356532, 29.64073395446863, 17.59879875916259, -84.31579999376099, 23.04937761862132, 26.18272371347949, -43.06088665452327, -16.892201138217363, -7.635912630525237, 17.77211782006779, 20.96789048755199, 29.91888798484141, 58.5419500088775, -16.100916460157983, -2.9525990302217675, 17.959760532225708, -35.3531612598954, -31.30535438267667, 34.77890270520126, -96.03580194502237, -31.347974580652384, 33.70392302697545, 12.7277272837534, -24.627560755261797, -71.33223737689592, 1.221758827150623, 85.23516987698723, -26.638503952249344, -6.244479621614385, 25.066971185566768, 105.07745031676671, -37.63630443726862, -14.607519241196623, -11.977891731315573, -37.26896580489933, -70.40877933003715, 62.51145693633375, 40.290827448035685, 55.78817750565316, -8.015360356897407, 11.847214711364778, -20.82055219588181]",person60
"[-21.608892721674987, -10.47420691938812, 60.002645450210096, 51.309797198906296, 26.63388778608943, -12.82814001730837, 38.69227125450699, 1.8721584861959997, 42.394551088482686, 5.228405115176105, -47.868840594435866, 40.686284378839154, 2.8540031349794575, 104.10483886890044, -14.346559341109728, -33.003428625642506, 0.21180183755640414, -47.6708715488383, -64.34610882284454, 81.16115316481155, -5.920474930705993, -21.608693052324085, -14.55927378754091, 0.049815612882881055, -38.276937425966146, -35.465431612180794, 0.7777492703428468, 51.49110957086891, 59.348672762323154, -56.05116648586554, 53.93452908320495, 18.978411440799235, -16.883848034092658, 32.55597234096336, -22.667095413465024, -26.94201415581093, 22.069381191377115, -67.97220950210888, -12.720190387322772, 71.38913073401929, -10.270494764428022, -28.905925822155012, -72.99813937438068, -2.0051003471479887, 58.110051690666744, -87.53985909559256, -29.424950806923675, 35.348505973552136, 66.4656012631817, -0.4835036320555828, 10.658633929776805, -39.032574457134466, -1.8196372538094883, 16.84583597305891, 36.927979839329524, 112.99056727211715, -29.42925157679816, 20.45610942473226, -0.22989823154561861, -14.109950346691399]",person17
"[-54.38549498496803, -106.58822338020872, 114.58310007754407, 48.28291956936576, 83.64049986266282, 38.11923144453714, 29.145588468529816, -18.7939959098722, -9.37548642173007, 11.863816242933908, -52.244973985273845, 146.3514516645412, -59.19720321668158, 100.74989482014833, -11.128838496482995, -2.7897794884924316, 1.7755853202768606, -170.6209589510172, -24.420986704374112, 32.17308692024336, -147.1751472996814, -139.6119885199214, 95.20482147200374, 30.458183655004014, -69.5740836710689, -105.2026155154042, -17.16343008764973, 90.64699091825163, -21.923908306922417, 124.37109300501209, 106.75520624144866, -86.60913609071082, -1.8460695852923088, 96.8808107628263, 4.610099968957314, -31.199545866159525, 56.940406673687086, -95.99605256926496, -35.59172769158625, 94.00547319081362, 9.596391725183452, -27.135218888190906, -97.0673658670133, -8.644755321574412, 88.10866531944671, -105.51226092484328, 70.93414559749759, -5.877414747007034, 133.6071438399741, 52.73264261207843, -1.2355337733050895, 10.448923066629582, 55.44101953421882, -23.89608736594584, 84.56721460776825, 87.44189040671813, 64.55400071885269, 73.66912653615654, 15.927070836354584, -69.71331279379768]",person9
"[-38.60423486065997, -0.04193456252709771, 50.345156119104495, 67.36666784988334, -9.138733279898645, -1.5918904609722118, 50.27405407709516, -12.74632007778656, 41.28369948301686, 57.56621253955363, -9.62816743567704, -24.975471646663483, 32.79742484857405, -71.55402414648626, -92.16224839244529, -35.14554927358468, -25.481495929456077, 49.535375670624084, -130.51573563266692, 16.592039194306206, 24.1362131652997, -44.51658502685236, -72.59472076241818, -11.031472063464761, 15.954997858891414, 55.55704631297982, -13.070553955611764, 19.38406069880424, 35.677980715615135, 36.83035596670496, 44.821304603033084, 26.698524066484854, 9.98386737178176, -11.089519404697377, -89.13939037896802, -24.976951940584474, 83.04666779666016, -107.74186178907439, -41.68275963313546, 116.73715670954546, -6.7479499227678605, 30.456496466189748, -30.37199297373954, 56.18204407425393, 55.62504590669384, -30.44847316002528, 31.27918052467131, 2.038552565900172, 29.314447225634773, -73.02827852048983, 2.3549985266676385, -13.587516766460705, -67.44834694864177, -3.8376579644898356, 18.156575406715117, 35.42340149325579, 34.07706743229715, -35.448426142342406, 40.7389145514568, 12.43971288038231]",person77
"[-80.36930118401904, -102.35154149012465, 97.05630142659848, 70.57861051638451, 101.81621959079254, 16.779340916848952, 19.381730006056706, -3.1791892048949535, -42.41051101079858, -36.07044416046343, 154.46581168869187, 14.029654701442833, -32.78302159813042, -21.23533282220898, -43.006817994682265, -6.147363518780695, -69.36931444574817, -198.12747110912716, -100.29928721187416, 1.6791908860293958, -69.74127996352851, -88.21455015954037, -46.498711640324416, -43.312669984349185, -96.17183340230585, -10.542189574528894, 22.29525859071439, 48.15017769963208, 34.83210645715686, 124.34470956958238, 48.692725860995466, -91.58381132423504, 20.19463645275439, 50.33209816906459, 6.095592433000235, -84.80915348187023, 80.91277568672031, -169.83806889347665, -78.01621121438322, 32.02470621018759, 86.70295033035553, -25.145877889978777, -63.379279894968406, -80.2322832746113, 113.09478631309818, -61.11068657459609, 22.792904042304464, -11.972427776889388, 103.77780591630312, 7.541225275882531, -43.256759497289536, 61.83692425498476, 36.101187364582486, -23.658909736489036, 18.759503207866537, 110.80451518594401, 60.50915202224384, 49.924511594325345, 12.606145468597191, -47.108158378779606]",person72
"[24.883657815286277, -80.25799197671357, 116.61164077098465, 42.40312889248144, 14.883498801927786, 37.90371148856758, 2.33035229029801, 115.79596675378187, -29.313106601155425, -6.75666563839102, 15.46883101088789, 87.04839147582467, 66.28736702931762, 70.3186920627669, -6.865026933387618, -52.065624075363246, -4.9125672881439275, -146.85207233328578, -57.68184739450578, 19.548002892869846, -48.145016077251555, -58.49612358044503, 125.23845332127335, 14.704042087024767, -86.41152374811622, -38.33048628391546, -4.435453570393491, 127.21303261312639, 48.400668403843405, 49.864999240870894, 139.61932659975724, -57.92700419739644, -27.27134642625448, 78.32982981065982, 65.33748361637511, -73.75840648402936, -25.697331530463323, -66.92566840587988, -108.21941313689527, 58.809146083822434, -13.993178795298556, -51.88748288501374, -68.58381759705753, -45.30090796183459, 79.65635555736193, -90.62600589078905, 55.53006876174376, -35.69070571032093, 83.95170606484737, 43.950639885343385, 45.0984205751396, -11.426384161932862, -13.343337734276108, 40.00978400657889, 137.55027350458369, 90.12751370462628, 35.92434793170629, 24.23790191065885, -2.1032939794840786, -64.3488101695073]",person56
"[10.321621305202353, -18.057380961769788, 39.049656606779735, 16.268398769654322, 68.80105659650368, 25.974162559974694, 60.12027907270339, -22.836868807022512, -108.09907864606367, 23.657007339220517, 3.1454813646998936, 29.85369362882443, 56.048804791536085, 26.507309151022863, -31.539436797890342, 8.398788778237975, -15.549839625336915, 55.198317111142806, -23.844601958444553, -15.192261889117589, 14.964514226710246, 22.791876419111215, -4.823921606833026, 74.53677076867659, -78.3396165049752, 85.0620542548918, -14.358286103956047, 31.911940698589436, 64.14783849284898, 14.851625222758045, 13.681202744865622, 40.69215425416118, -16.036504700720815, -1.3984103206245067, -56.61620359338059, 27.909828494024826, 98.9149254530412, -46.75470103888817, -22.025735882891716, 0.377734950932874, 16.080989782108443, -32.306907812455975, 35.70387518007294, -19.707704863646732, 13.386068442465469, 0.5776487707770386, 9.068195394843329, -44.59461137380473, 29.664506921254624, 50.50553960866169, 77.04161843327886, -26.68855364802267, 6.406108270484783, 20.7639445247707, -15.705364836216969, -26.981562180639642, -50.474677117725655, -29.548739338737, -17.376235805932943, 66.5106567400729]",ZY
"[-26.847547473109678, -100.30339208753077, 102.56805746640265, 26.42405828293801, 40.87357162844761, 5.740217549803806, -100.93314003761031, -0.5917747052718809, -75.6053068417103, -90.51331398004172, 88.72197301538588, 85.68769008610687, -21.601682494395277, 12.371439516055112, -37.4695323219938, 6.296878988998536, -5.477919066781553, -106.83465865232156, 13.918792124819124, 40.26741422852243, -60.96910370066688, -112.28056779287206, 19.55964302987685, -41.382868818299, -147.23916687250033, -69.94312952213463, -68.8648693626835, 89.28633346738563, 69.97661558375296, -13.823721331619595, 55.21004979603604, -72.95674169591565, -3.918508232790664, 59.18604406156621, 104.78509559818126, -30.12152511707702, 30.821205699613575, -110.66585831854533, -65.61945876845267, 75.08517171193797, 75.31731597509511, -34.009456152564745, -72.03458826073998, -27.131087732657477, 42.96630193137913, -40.19205118845301, -8.19565032689217, 11.773971009692755, 143.2514183880079, 70.06438336887783, -11.214068227859956, 7.661981587912009, -1.4156420564679877, 36.95163914312008, 37.590124878379164, 60.258406591770225, 24.56025860859951, 41.67275886899133, 18.773415469581224, -89.8089891575421]",person67
"[-35.25086326935107, -143.57466090940696, 88.73314457864647, -38.61243479316603, -20.558746200958627, 18.020756640908406, -8.735737119958024, 62.14959955673547, -30.19200607447658, -76.57237237072012, 123.0824180719398, 13.657442441513254, -4.856026494978167, -67.8820680593013, -104.6713778242208, -53.55809299663008, -66.73833457451563, -41.34281161307699, -101.98407868868645, -79.03957043801675, -38.44446467584285, -57.1838650427338, 5.011512855488007, 8.682158659066362, -63.28607045544591, 14.87910958869547, -39.78072630353462, 73.18319367551467, 89.35625085130135, 69.8670461810926, 7.610398110657503, 23.531711995825617, 25.104912880583868, -32.54540882826299, 19.608658615784975, -34.40456980061519, -13.950776512832794, -40.186300751989265, -51.53421447329761, 26.256189769416398, 33.63092982831435, -0.6096055303145462, -96.72675466928564, -47.9988340616087, 58.40430964806644, -32.64421331778184, 17.83606707460371, 6.033208032038678, 23.70070100907484, 58.86864468194747, -26.20508757852802, -7.120123690326615, -34.55231667686731, 41.05610090809106, 95.80392161474792, -19.372095948715017, -14.728078086948026, 1.3275851968457193, -17.647585503337197, 15.559871699813607]",person48
"[0.5800740372662929, -19.410431619471034, 13.089722085857408, 58.15623646290261, 67.28504883566613, -25.307152543857057, -14.520511030419655, -35.75513721498813, -79.86142097443926, 29.519749303201042, 112.37336220562027, 18.41617387366462, 2.463890093774655, -10.01711340307554, -20.631213135659237, -2.5188485150173836, -73.41133671789879, 21.844470846788056, -79.49174348600229, 32.02864218555112, 43.57971335917928, -30.37911780076712, -68.13370572478048, -6.257689306469388, -9.481010917081582, 31.3607927517862, -29.822574925191404, -9.707423318086846, 38.42743390564954, 25.171245047808394, -40.789268540465706, 23.54919065660062, 36.96244699315102, -9.69604012486719, -99.4238017320642, 40.984400555253835, 15.595715252385645, -98.61247738864867, -9.059961313266296, 19.581228504244994, 45.28936814997912, 34.5690543471101, -58.865390426306945, 45.44470662934715, 63.053435339634845, -35.551191458653015, -21.335504382954223, -30.28522352164382, 14.634170210170272, -10.527697792570201, 8.431231046992023, 30.700352960850772, -55.31855463905869, -37.3413639301598, -23.416679211191394, -37.66133674274908, 35.277005248550026, -59.84231723852286, 3.569384165962429, 17.68326906352378]",person39
"[21.273722638932508, -21.969593932430456, 20.367660585242284, 0.9370883201229105, -42.342202948486246, -20.151284528608464, -34.97685520736381, 5.827171237367372, -105.61316436499509, -9.860199547496379, 76.07673900387641, 13.81655591005822, 23.314457755854058, -35.460133019360896, -22.556108007006287, -35.57983468604747, -39.135476205650505, 9.728042707509925, -72.2517146117705, -1.3680803779848603, 60.34533896952182, -19.086752535390616, -44.272873291498925, 37.2390275742755, 56.76780127663699, 37.40230268577938, 10.164504347902895, 94.54133559246475, 64.41036136385515, 65.41978976990755, 2.7958631761970167, 54.610331297180124, -3.729538422590416, -67.88092562269416, -14.632987416061376, 49.93596943188513, 26.753536487661187, -45.66545663916344, -96.04324702233598, 68.75255096565216, 21.4048993005283, -5.0969613942534835, -75.69608279516044, 39.3543457594916, 10.074470490931283, 26.06592967356686, -20.041832564710806, -26.80310689177582, 45.79344188573404, 9.576655870622606, 25.0430556874117, 34.805053642091536, -46.40884262133319, 40.362712689324205, -4.230830960292424, -42.97435962605804, 8.340142682058785, -77.03766194614299, -29.65611674920437, 49.536457410114124]",person44
